timestamp,mac,ssid,rssi
2026-02-23 23:09:59.251628,50:5a:65:7e:e4:91,UCR-SECURE,-47
2026-02-23 23:09:59.253383,50:5a:65:7e:e4:91,UCR-SECURE,-48
2026-02-23 23:09:59.254814,50:5a:65:7e:e4:91,UCR-SECURE,-46
2026-02-23 23:09:59.256148,50:5a:65:7e:e4:91,<Broadcast>,-46
2026-02-23 23:09:59.338596,50:5a:65:7e:e4:91,UCR-SECURE,-48
2026-02-23 23:09:59.341049,50:5a:65:7e:e4:91,UCR-SECURE,-48
2026-02-23 23:09:59.343208,50:5a:65:7e:e4:91,UCR-SECURE,-48
2026-02-23 23:09:59.344624,50:5a:65:7e:e4:91,UCR-SECURE,-48
2026-02-23 23:09:59.345885,50:5a:65:7e:e4:91,<Broadcast>,-48
2026-02-23 23:10:01.081348,ea:2a:34:ec:05:1b,<Broadcast>,-62
2026-02-23 23:10:02.532330,22:70:7a:f5:5e:e9,<Broadcast>,-50
2026-02-23 23:10:02.587810,22:70:7a:f5:5e:e9,<Broadcast>,-50
2026-02-23 23:10:02.649482,d2:bf:f6:96:ec:ab,<Broadcast>,-57
2026-02-23 23:10:02.704323,d2:bf:f6:96:ec:ab,<Broadcast>,-53
2026-02-23 23:10:02.829578,2a:b9:af:a8:a3:95,<Broadcast>,-85
2026-02-23 23:10:02.853802,ee:ae:70:b3:f8:e1,UCR-SECURE,-64
2026-02-23 23:10:02.937024,7a:e4:34:80:ec:e4,<Broadcast>,-68
2026-02-23 23:10:02.956390,7a:e4:34:80:ec:e4,<Broadcast>,-68
2026-02-23 23:10:03.186522,ee:ae:70:b3:f8:e1,UCR-SECURE,-60
2026-02-23 23:10:03.209501,ee:ae:70:b3:f8:e1,UCR-SECURE,-60
2026-02-23 23:10:03.325335,ee:ae:70:b3:f8:e1,UCR-SECURE,-61
2026-02-23 23:10:03.394820,6a:8f:44:80:2b:cd,UCR-SECURE,-76
2026-02-23 23:10:03.713059,de:4c:ef:0e:9a:39,<Broadcast>,-50
2026-02-23 23:10:04.347946,12:ce:82:17:38:8b,<Broadcast>,-48
2026-02-23 23:10:04.403341,12:ce:82:17:38:8b,<Broadcast>,-47
2026-02-23 23:10:06.082254,e8:c8:29:0b:f2:b6,UCR-SECURE,-55
2026-02-23 23:10:09.792143,8e:2f:9c:ae:63:69,<Broadcast>,-56
2026-02-23 23:10:09.811068,8e:2f:9c:ae:63:69,<Broadcast>,-55
2026-02-23 23:10:09.923555,8a:4f:b2:ba:cd:f8,<Broadcast>,-55
2026-02-23 23:10:09.942514,8a:4f:b2:ba:cd:f8,<Broadcast>,-56
2026-02-23 23:10:10.025379,e6:b6:cb:05:41:4a,<Broadcast>,-56
2026-02-23 23:10:10.044827,e6:b6:cb:05:41:4a,<Broadcast>,-56
2026-02-23 23:10:10.072083,ce:68:48:0b:8d:86,<Broadcast>,-60
2026-02-23 23:10:10.091219,ce:68:48:0b:8d:86,<Broadcast>,-53
2026-02-23 23:10:10.372140,fe:38:eb:63:11:2e,<Broadcast>,-64
2026-02-23 23:10:12.602187,82:d2:82:42:c8:2f,<Broadcast>,-57
2026-02-23 23:10:12.620196,82:d2:82:42:c8:2f,<Broadcast>,-56
2026-02-23 23:10:12.869931,ae:67:85:ba:73:12,UCR-SECURE,-70
2026-02-23 23:10:12.973337,a6:13:64:b0:c6:78,<Broadcast>,-58
2026-02-23 23:10:13.281867,72:68:00:5b:d6:8a,<Broadcast>,-57
2026-02-23 23:10:13.310193,72:68:00:5b:d6:8a,<Broadcast>,-53
2026-02-23 23:10:13.626441,06:0f:50:80:47:1e,<Broadcast>,-55
2026-02-23 23:10:14.036882,96:88:30:46:65:4e,<Broadcast>,-46
2026-02-23 23:10:14.083825,c2:7b:0e:28:da:b4,<Broadcast>,-50
2026-02-23 23:10:14.103539,c2:7b:0e:28:da:b4,<Broadcast>,-51
2026-02-23 23:10:14.329431,d2:97:3a:51:c8:a5,<Broadcast>,-59
2026-02-23 23:10:14.442339,b2:46:b9:33:3e:d5,<Broadcast>,-55
2026-02-23 23:10:14.496292,b2:46:b9:33:3e:d5,<Broadcast>,-51
2026-02-23 23:10:17.100076,0e:fb:7f:a2:dd:9d,<Broadcast>,-61
2026-02-23 23:10:17.117700,0e:fb:7f:a2:dd:9d,<Broadcast>,-62
2026-02-23 23:10:18.514265,7e:24:91:f2:b0:01,<Broadcast>,-69
2026-02-23 23:10:18.534298,7e:24:91:f2:b0:01,<Broadcast>,-70
2026-02-23 23:10:18.608683,32:f2:9b:90:cb:cc,<Broadcast>,-72
2026-02-23 23:10:18.628123,32:f2:9b:90:cb:cc,<Broadcast>,-71
2026-02-23 23:10:18.844330,f2:9c:7e:bd:be:7e,<Broadcast>,-64
2026-02-23 23:10:18.863280,f2:9c:7e:bd:be:7e,<Broadcast>,-63
2026-02-23 23:10:19.202385,ea:84:59:5b:d5:0a,<Broadcast>,-59
2026-02-23 23:10:19.212399,ea:84:59:5b:d5:0a,<Broadcast>,-60
2026-02-23 23:10:19.573359,12:47:81:96:c0:85,<Broadcast>,-58
2026-02-23 23:10:19.595295,12:47:81:96:c0:85,<Broadcast>,-60
2026-02-23 23:10:20.694101,f0:6e:0b:c6:ec:82,<Broadcast>,-67
2026-02-23 23:10:20.696945,f0:6e:0b:c6:ec:82,<Broadcast>,-67
2026-02-23 23:10:21.748713,e2:ee:1b:49:99:bc,<Broadcast>,-52
2026-02-23 23:10:23.115478,e6:c5:e6:1f:16:4e,UCR-SECURE,-74
2026-02-23 23:10:23.134470,e6:c5:e6:1f:16:4e,UCR-SECURE,-71
2026-02-23 23:10:23.273336,e6:c5:e6:1f:16:4e,UCR-SECURE,-70
2026-02-23 23:10:23.293227,e6:c5:e6:1f:16:4e,UCR-SECURE,-70
2026-02-23 23:10:24.528424,9e:bb:1e:c8:9a:cd,eduroam,-70
2026-02-23 23:10:24.579242,9e:bb:1e:c8:9a:cd,eduroam,-60
2026-02-23 23:10:24.631014,9e:bb:1e:c8:9a:cd,eduroam,-60
2026-02-23 23:10:24.696443,9e:bb:1e:c8:9a:cd,eduroam,-60
2026-02-23 23:10:26.848879,ce:aa:9c:f3:f4:23,<Broadcast>,-46
2026-02-23 23:10:26.867593,ce:aa:9c:f3:f4:23,<Broadcast>,-46
2026-02-23 23:10:30.022157,ce:e5:6b:08:fd:cd,<Broadcast>,-69
2026-02-23 23:10:30.040871,ce:e5:6b:08:fd:cd,<Broadcast>,-69
2026-02-23 23:10:30.741654,a6:14:ca:c5:87:e1,<Broadcast>,-78
2026-02-23 23:10:30.760924,a6:14:ca:c5:87:e1,<Broadcast>,-78
2026-02-23 23:10:31.581043,d4:d2:52:92:e6:bd,UCR-SECURE,-63
2026-02-23 23:10:32.105620,8e:1c:29:38:70:59,<Broadcast>,-63
2026-02-23 23:10:32.137404,8e:1c:29:38:70:59,<Broadcast>,-63
2026-02-23 23:10:32.157688,8e:1c:29:38:70:59,<Broadcast>,-64
2026-02-23 23:10:32.190642,8e:1c:29:38:70:59,<Broadcast>,-66
2026-02-23 23:10:32.961305,92:3a:74:4a:5c:d4,<Broadcast>,-63
2026-02-23 23:10:33.142267,4a:67:4a:80:ee:7a,<Broadcast>,-69
2026-02-23 23:10:33.188865,6a:e9:59:de:bf:a4,<Broadcast>,-55
2026-02-23 23:10:33.207822,6a:e9:59:de:bf:a4,<Broadcast>,-55
2026-02-23 23:10:33.655583,f8:b5:4d:66:d0:28,UCR-SECURE,-58
2026-02-23 23:10:34.380246,c2:6b:ea:90:6a:fd,<Broadcast>,-61
2026-02-23 23:10:34.399285,c2:6b:ea:90:6a:fd,<Broadcast>,-61
2026-02-23 23:10:34.448008,b2:95:b9:3a:05:a3,<Broadcast>,-65
2026-02-23 23:10:35.316767,3e:51:97:91:74:ce,<Broadcast>,-64
2026-02-23 23:10:35.337524,3e:51:97:91:74:ce,<Broadcast>,-63
2026-02-23 23:10:36.536447,56:7f:93:9c:49:09,<Broadcast>,-50
2026-02-23 23:10:36.556250,56:7f:93:9c:49:09,<Broadcast>,-52
2026-02-23 23:10:36.876912,42:86:f8:57:ad:9b,<Broadcast>,-56
2026-02-23 23:10:36.895994,42:86:f8:57:ad:9b,<Broadcast>,-51
2026-02-23 23:10:36.983460,6a:8f:44:80:2b:cd,UCR-SECURE,-85
2026-02-23 23:10:37.215984,4a:03:f0:49:eb:81,<Broadcast>,-52
2026-02-23 23:10:37.235653,4a:03:f0:49:eb:81,<Broadcast>,-51
2026-02-23 23:10:37.871399,aa:c6:99:0f:35:eb,<Broadcast>,-61
2026-02-23 23:10:37.889982,aa:c6:99:0f:35:eb,<Broadcast>,-60
2026-02-23 23:10:37.921790,02:6e:ce:bd:7f:0e,<Broadcast>,-57
2026-02-23 23:10:37.942013,02:6e:ce:bd:7f:0e,<Broadcast>,-58
2026-02-23 23:10:39.712013,e6:c5:e6:1f:16:4e,UCR-SECURE,-74
2026-02-23 23:10:39.962187,e6:c5:e6:1f:16:4e,UCR-SECURE,-72
2026-02-23 23:10:40.111955,96:6b:eb:dd:b9:57,<Broadcast>,-47
2026-02-23 23:10:40.131075,96:6b:eb:dd:b9:57,<Broadcast>,-46
2026-02-23 23:10:40.161466,e6:c5:e6:1f:16:4e,UCR-SECURE,-66
2026-02-23 23:10:40.181238,e6:c5:e6:1f:16:4e,UCR-SECURE,-63
2026-02-23 23:10:41.976640,de:c6:26:c2:4f:9e,UCR-SECURE,-72
2026-02-23 23:10:41.984172,de:c6:26:c2:4f:9e,UCR-SECURE,-72
2026-02-23 23:10:42.425956,fa:84:e8:1a:b4:8e,<Broadcast>,-64
2026-02-23 23:10:46.873882,0e:3d:fc:4f:02:6b,<Broadcast>,-71
2026-02-23 23:10:46.893382,0e:3d:fc:4f:02:6b,<Broadcast>,-69
2026-02-23 23:10:47.057935,c0:35:32:6d:45:15,<Broadcast>,-59
2026-02-23 23:10:47.060164,c0:35:32:6d:45:15,<Broadcast>,-59
2026-02-23 23:10:47.061941,c0:35:32:6d:45:15,<Broadcast>,-59
2026-02-23 23:10:50.804375,2e:be:f7:a3:39:ff,<Broadcast>,-66
2026-02-23 23:10:50.806431,e2:35:3b:40:57:1b,<Broadcast>,-66
2026-02-23 23:10:50.974861,4a:c3:ab:55:0b:bd,<Broadcast>,-61
2026-02-23 23:10:50.977114,56:00:23:b3:12:4b,<Broadcast>,-64
2026-02-23 23:10:51.056462,3e:c5:2e:ac:b3:06,<Broadcast>,-67
2026-02-23 23:10:51.058591,4a:c3:ab:55:0b:bd,<Broadcast>,-66
2026-02-23 23:10:51.848821,56:bb:f7:ab:20:04,<Broadcast>,-60
2026-02-23 23:10:52.125421,2a:9d:ec:aa:0f:de,<Broadcast>,-53
2026-02-23 23:10:52.383045,52:a6:36:bd:75:36,<Broadcast>,-56
